pname,pdesc,Upc,Sku,Price,Uom,Pack,pcat,pcat1,pcat2,country,region
ARBOR MIST - STRAW W ZIN                                    ,ARBOR MIST - STRAW W ZIN,082100179077   ,11481,8.99,1.5 L,1,FAMILY WINE              , , , , 
MONKEY BAY - SAUVIGNON BLANC                                ,MONKEY BAY - SAUVIGNON BLANC,082100736300   ,11483,9.97,750 M,1,IMPORTED - NEW ZEALAND   , , , , 
BLACK BOX - MALBEC                                          ,BLACK BOX - MALBEC,082100738465   ,11486,19.97,3 LT ,1,BOX WINE                 , , , , 
THE DREAMING TREE - CRUSH RED                               ,THE DREAMING TREE - CRUSH RED,082100738533   ,11487,11.97,750 M,1,IMPORTED - ARGENTINA     , , , , 
ARBOR MIST - MANGO STRAWBERRY MOSC                          ,ARBOR MIST - MANGO STRAWBERRY MOSC,082100738571   ,11488,8.99,1.5 L,1,FAMILY WINE              , , , , 
ARBOR MIST - MOSCATO PEACH                                  ,ARBOR MIST - MOSCATO PEACH,082100739103   ,11489,8.99,1.5 L,1,FAMILY WINE              , , , , 
ARBOR MIST - PINK MOSCATO PINE STRAWB                       ,ARBOR MIST - PINK MOSCATO PINE STRAWB,082100739332   ,11490,8.99,1.5 L,1,FAMILY WINE              , , , , 
CIROC VODKA                                                 ,CIROC VODKA,08215309       ,11492,3.99,50 ML,1,NIPS                     , , , , 
JACK DANIELS                                                ,JACK DANIELS,082184000052   ,11493,3.49,50 ML,1,NIPS                     , , , , 
JACK DANIEL'S - HONEY                                       ,JACK DANIEL'S - HONEY,082184000342   ,11494,16.99,375 M,1,PINTS                    , , , , 
JACK DANIELS - HONEY                                        ,JACK DANIELS - HONEY,082184000359   ,11495,3.49,50 ML,1,NIPS                     , , , , 
JACK DANIELS HONEY                                          ,JACK DANIELS HONEY,082184000618   ,11496,44.99,1.75 ,1,BOURBON WHISKEY          , , , , 
JACK DANIEL HONEY                                           ,JACK DANIEL HONEY,082184000625   ,11497,9.99,200 M,1,HALF PINTS               , , , , 
JACK DANIELS - FIRE                                         ,JACK DANIELS - FIRE,082184001172   ,11498,26.99,750 M,1,BOURBON WHISKEY          , , , , 
JACK DANIEL'S FIRE                                          ,JACK DANIEL'S FIRE,082184001189   ,11499,2.99,50 ML,1,NIPS                     , , , , 
JACK DANIELS FIRE                                           ,JACK DANIELS FIRE,082184001219   ,11500,44.99,1.75 ,1,BOURBON WHISKEY          , , , , 
JACK DANIELS FIRE                                           ,JACK DANIELS FIRE,082184001554   ,11501,10.99,200 M,1,HALF PINTS               , , , , 
JACK DANIEL'S FIRE                                          ,JACK DANIEL'S FIRE,082184001561   ,11502,16.99,375 M,1,PINTS                    , , , , 
JACK DANIELS - NO 27 GOLD                                   ,JACK DANIELS - NO 27 GOLD,082184001608   ,11503,99.99,750 M,1,WHISKEY                  , , , , 
JACK DANIELS - BARREL PROOF                                 ,JACK DANIELS - BARREL PROOF,082184002100   ,11504,64.99,750 M,1,BOURBON WHISKEY          , , , , 
JACK DANIELS - RYE WHISKEY                                  ,JACK DANIELS - RYE WHISKEY,082184003459   ,11505,29.99,750 M,1,RYE WHISKEY              , , , , 
JACK DANIEL'S - APPLE                                       ,JACK DANIEL'S - APPLE,082184004371   ,11506,26.99,750 M,1,WHISKEY                  , , , , 
JACK DANIELS - BONDED                                       ,JACK DANIELS - BONDED,082184005934   ,11508,49.99,750 M,1,BOURBON WHISKEY          , , , , 
JACK DANIELS - TRIPLE MASH                                  ,JACK DANIELS - TRIPLE MASH,082184005941   ,11509,49.99,750 M,1,BOURBON WHISKEY          , , , , 
GENTLEMAN JACK                                              ,GENTLEMAN JACK,082184038741   ,11510,59.99,1.75 ,1,BOURBON WHISKEY          , , , , 
JACK DANIEL - WINTER JACK                                   ,JACK DANIEL - WINTER JACK,082184056110   ,11511,19.99,750 M,1,CORDIALS                 , , , , 
JACK DANIELS SINGLE BARREL                                  ,JACK DANIELS SINGLE BARREL,082184087008   ,11512,54.99,750 M,1,BOURBON WHISKEY          , , , , 
JACK DANIELS                                                ,JACK DANIELS,082184090428   ,11513,44.99,1.75 ,1,BOURBON WHISKEY          , , , , 
JACK DANIELS                                                ,JACK DANIELS,082184090527   ,11514,9.99,200 M,1,HALF PINTS               , , , , 
JACK DANIELS - HONEY                                        ,JACK DANIELS - HONEY,082184201916   ,11515,25.99,750 M,1,BOURBON WHISKEY          , , , , 
JACK DANIELS                                                ,JACK DANIELS,082184203736   ,11517,24.99,750 M,1,BOURBON WHISKEY          , , , , 
JACK DANIELS RTD - HONEY LEMONADE                           ,JACK DANIELS RTD - HONEY LEMONADE,082184204771   ,11519,15.99,12 OZ,1,RTD COCKTAILS            , , , , 
JACK DANIELS RTD - TENN APPLE                               ,JACK DANIELS RTD - TENN APPLE,082184205600   ,11520,15.99,12 OZ,1,RTD COCKTAILS            , , , , 
JD - DOWNHOME PUNCH                                         ,JD - DOWNHOME PUNCH,082184226018   ,11521,10.99,12 OZ,1,MALT BEVERAGE            , , , , 
JD - WATERMELON PUNCH                                       ,JD - WATERMELON PUNCH,082184226032   ,11522,10.99,12 OZ,1,MALT BEVERAGE            , , , , 
GENTLEMAN JACK                                              ,GENTLEMAN JACK,082184238790   ,11523,32.99,750 M,1,BOURBON WHISKEY          , , , , 
CAPTAIN MORGAN 100 PROOF                                    ,CAPTAIN MORGAN 100 PROOF,08219208       ,11524,1.25,50 ML,1,NIPS                     , , , , 
BOTA BOX - CABERNET                                         ,BOTA BOX - CABERNET,082242010450   ,11526,21.99,3 LT ,1,BOX WINE                 , , , , 
BOTA BOX - CHARDONNAY                                       ,BOTA BOX - CHARDONNAY,082242011051   ,11528,21.99,3 LT ,1,BOX WINE                 , , , , 
BOTA BOX - PINOT GRIGIO                                     ,BOTA BOX - PINOT GRIGIO,082242013253   ,11529,21.99,3 LT ,1,BOX WINE                 , , , , 
BOTA MINI - PINOT GRIGIO                                    ,BOTA MINI - PINOT GRIGIO,082242013314   ,11530,3.99,500 M,1,BOX WINE                 , , , , 
BOTA BOX - REDVOLUTION                                      ,BOTA BOX - REDVOLUTION,082242016056   ,11531,21.99,3 LT ,1,BOX WINE                 , , , , 
BOTA BOX - BB CAB                                           ,BOTA BOX - BB CAB,082242016063   ,11532,21.99,3 LT ,1,BOX WINE                 , , , , 
BOTA BOX BREEZE - PINOT GRIGIO                              ,BOTA BOX BREEZE - PINOT GRIGIO,082242016780   ,11533,21.99,3 LT ,1,BOX WINE                 , , , , 
BOTA BOX BREEZE - RED BLEND                                 ,BOTA BOX BREEZE - RED BLEND,082242016797   ,11534,21.99,3 LT ,1,BOX WINE                 , , , , 
BOTA BOX BREEZE - SAUV BLANC                                ,BOTA BOX BREEZE - SAUV BLANC,082242016827   ,11535,21.99,3 LT ,1,BOX WINE                 , , , , 
BOTA BOX - MALBEC                                           ,BOTA BOX - MALBEC,082242017657   ,11538,21.99,3 LT ,1,BOX WINE                 , , , , 
SMIRNOFF LIGHT MANGO                                        ,SMIRNOFF LIGHT MANGO,08234401       ,11558,1,50 ML,1,NIPS                     , , , , 
SMIRNOFF LIGHT RASPBERRY                                    ,SMIRNOFF LIGHT RASPBERRY,08234508       ,11559,1,50 ML,1,NIPS                     , , , , 
CAPTAIN MORGAN WHITE                                        ,CAPTAIN MORGAN WHITE,08237806       ,11564,1.25,50 ML,1,NIPS                     , , , , 
SMIRNOFF - CITRUS                                           ,SMIRNOFF - CITRUS,08239503       ,11566,1,50 ML,1,NIPS                     , , , , 
CROWN ROYAL - APPLE                                         ,CROWN ROYAL - APPLE,08245805       ,11569,3.75,50 ML,1,NIPS                     , , , , 
CAPTAIN WHITE - COCONUT RUM                                 ,CAPTAIN WHITE - COCONUT RUM,08248307       ,11571,1.5,50 ML,1,NIPS                     , , , , 
BECK'S                                                      ,BECK'S,082488123006   ,11572,15.99,12 OZ,1,IMPORTED                 , , , , 
CAPTAIN MORGAN WHITE - GRAPEFR                              ,CAPTAIN MORGAN WHITE - GRAPEFR,08249306       ,11575,1,50 ML,1,NIPS                     , , , , 
SMIRNOFF - PEPPERMINT TWIST                                 ,SMIRNOFF - PEPPERMINT TWIST,08251408       ,11576,1,50 ML,1,NIPS                     , , , , 
CIROC - APPLE                                               ,CIROC - APPLE,08252407       ,11577,3.99,50 ML,1,NIPS                     , , , , 
SMIRNOFF 100P                                               ,SMIRNOFF 100P,08255006       ,11579,1.25,50 ML,1,NIPS                     , , , , 
SMIRNOFF                                                    ,SMIRNOFF,08256102       ,11581,8.99,375 M,1,PINTS                    , , , , 
SMIRNOFF 100P                                               ,SMIRNOFF 100P,08256209       ,11582,11.99,375 M,1,PINTS                    , , , , 
CASILLERO DEL DIABLO - MERLOT                               ,CASILLERO DEL DIABLO - MERLOT,082734314646   ,11585,9.99,750 M,1,IMPORTED - CHILE         , , , , 
BONTERRA - MERLOT                                           ,BONTERRA - MERLOT,082896077793   ,11587,13.98,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
BONTERRA - CHARDONNAY                                       ,BONTERRA - CHARDONNAY,082896780419   ,11588,13.98,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
FLEISCHMANN'S GIN                                           ,FLEISCHMANN'S GIN,082928210211   ,11591,17.99,1.75 ,1,GIN                      , , , , 
FLEISCHMANN'S VODKA                                         ,FLEISCHMANN'S VODKA,082928214318   ,11592,12.99,1.75 ,1,VODKA                    , , , , 
FLEISCHMANN'S VODKA                                         ,FLEISCHMANN'S VODKA,082928214332   ,11593,8.99,1 LT ,1,VODKA                    , , , , 
LTD                                                         ,LTD,082928223396   ,11595,1,50 ML,1,NIPS                     , , , , 
DI AMORE AMARETTO                                           ,DI AMORE AMARETTO,082928399824   ,11596,14.99,750 M,1,CORDIALS                 , , , , 
RUFFINO - PROSECCO                                          ,RUFFINO - PROSECCO,083085420246   ,11602,14.97,187 M,1,IMPORTED - ITALY         , , , , 
RUFFINO CHIANTI                                             ,RUFFINO CHIANTI,083085903039   ,11610,13.99,1.5 L,1,IMPORTED - ITALY         , , , , 
RUFFINO MODUS                                               ,RUFFINO MODUS,083085903053   ,11611,32.99,750 M,1,IMPORTED - ITALY         , , , , 
RUFFINO CHIANTI RISERVA DUCALE TAN CHI                      ,RUFFINO CHIANTI RISERVA DUCALE TAN CHI,083085903084   ,11612,24.98,750 M,1,IMPORTED - ITALY         , , , , 
RUFFINO CHIANTI RES DUCALE GOLD                             ,RUFFINO CHIANTI RES DUCALE GOLD,083085903220   ,11613,34.98,750 M,1,IMPORTED - ITALY         , , , , 
RUFFINO - PINOT GRIGIO                                      ,RUFFINO - PINOT GRIGIO,083085904074   ,11614,14.99,1.5 L,1,IMPORTED - ITALY         , , , , 
RUFFINO - PROSECCO                                          ,RUFFINO - PROSECCO,083085904081   ,11615,11.97,750 M,1,IMPORTED - ITALY         , , , , 
RUFFINO - MOSCATO D'ASTI                                    ,RUFFINO - MOSCATO D'ASTI,083085904098   ,11616,14.99,750 M,1,IMPORTED - ITALY         , , , , 
JAGERMEISTER COLD                                           ,JAGERMEISTER COLD,083089000147   ,11619,2.25,50 ML,1,NIPS                     , , , , 
AMERICAN HARVEST ORGANIC VODKA                              ,AMERICAN HARVEST ORGANIC VODKA,083089480000   ,11620,29.99,750 M,1,VODKA                    , , , , 
JAGERMEISTER                                                ,JAGERMEISTER,083089660105   ,11621,2.5,50 ML,1,NIPS                     , , , , 
JAGERMEISTER                                                ,JAGERMEISTER,083089660198   ,11622,44.99,1.75 ,1,CORDIALS                 , , , , 
JAGERMEISTER                                                ,JAGERMEISTER,083089660402   ,11623,7.99,200 M,1,HALF PINTS               , , , , 
JAGERMEISTER                                                ,JAGERMEISTER,083089660983   ,11624,22.99,750 M,1,CORDIALS                 , , , , 
JAGERMEISTER                                                ,JAGERMEISTER,083089999892   ,11625,12.99,375 M,1,PINTS                    , , , , 
WATHEN'S BOURBON                                            ,WATHEN'S BOURBON,083103303100   ,11626,39.99,750 M,1,BOURBON WHISKEY          , , , , 
BLACK SADDLE BOURBON                                        ,BLACK SADDLE BOURBON,083103303216   ,11627,49.99,750 M,1,BOURBON WHISKEY          , , , , 
J SEEDS APPLE CIDER WHISKEY                                 ,J SEEDS APPLE CIDER WHISKEY,083103365016   ,11629,1.25,50 ML,1,NIPS                     , , , , 
FRANZIA - SAUV BLANC                                        ,FRANZIA - SAUV BLANC,083120011231   ,11631,19.99,5 LT ,1,BOX WINE                 , , , , 
LEMONADE STAND - LEMON MOSCATO                              ,LEMONADE STAND - LEMON MOSCATO,083120013648   ,11634,9.99,1.5 L,1,DOMESTIC - CALIFORNIA    , , , , 
LEMONADE STAND - LEMON MOSCATO                              ,LEMONADE STAND - LEMON MOSCATO,083120013655   ,11635,6.49,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
LEMONADE STAND - STRWABERRY ROSE                            ,LEMONADE STAND - STRWABERRY ROSE,083120013662   ,11636,9.99,1.5 L,1,DOMESTIC - CALIFORNIA    , , , , 
LEMONADE STAND - STRAWBERRY ROSE                            ,LEMONADE STAND - STRAWBERRY ROSE,083120013679   ,11637,6.49,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
FRANZIA - MERLOT                                            ,FRANZIA - MERLOT,083120100195   ,11638,19.99,5 LT ,1,BOX WINE                 , , , , 
FRANZIA - PINOT GRIGIO                                      ,FRANZIA - PINOT GRIGIO,083120100393   ,11639,19.99,5 LT ,1,BOX WINE                 , , , , 
FRANZIA - CHIANTI                                           ,FRANZIA - CHIANTI,083120100492   ,11640,19.99,5 LT ,1,BOX WINE                 , , , , 
FRANZIA - CABERNET SAUVIGNON                                ,FRANZIA - CABERNET SAUVIGNON,083120101895   ,11641,19.99,5 LT ,1,BOX WINE                 , , , , 
FRANZIA - CHARDONNAY                                        ,FRANZIA - CHARDONNAY,083120102090   ,11642,19.99,5 LT ,1,BOX WINE                 , , , , 
FRANZIA - BURGUNDY                                          ,FRANZIA - BURGUNDY,083120102397   ,11643,19.99,5 LT ,1,BOX WINE                 , , , , 
FRANZIA - CHABLIS                                           ,FRANZIA - CHABLIS,083120102793   ,11644,19.99,5 LT ,1,BOX WINE                 , , , , 
FRANZIA - HWF - CRISP WHITE                                 ,FRANZIA - HWF - CRISP WHITE,083120102892   ,11645,17.99,5 LT ,1,BOX WINE                 , , , , 
FRANZIA - WHITE ZINFANDEL                                   ,FRANZIA - WHITE ZINFANDEL,083120103196   ,11646,19.99,5 LT ,1,BOX WINE                 , , , , 
FRANZIA - HWF - FRUITY RED SANGRIA                          ,FRANZIA - HWF - FRUITY RED SANGRIA,083120103295   ,11647,17.99,5 LT ,1,BOX WINE                 , , , , 
FRANZIA - HWF - SUNSET BLUSH                                ,FRANZIA - HWF - SUNSET BLUSH,083120103691   ,11648,17.99,5 LT ,1,BOX WINE                 , , , , 
CHAMBOARD VODKA                                             ,CHAMBOARD VODKA,083300000086   ,11649,13.99,375 M,1,PINTS                    , , , , 
CHAMBORD LIQUEUR                                            ,CHAMBORD LIQUEUR,083300034524   ,11650,22.99,375 M,1,PINTS                    , , , , 
CHAMBORD LIQUER                                             ,CHAMBORD LIQUER,083300034739   ,11651,3.49,50 ML,1,NIPS                     , , , , 
TUACA                                                       ,TUACA,083300044776   ,11652,25.99,750 M,1,LIQUEUR                  , , , , 
CHAMBORD LIQUEUR                                            ,CHAMBORD LIQUEUR,083300234757   ,11656,39.99,750 M,1,LIQUEUR                  , , , , 
GLENFIDDICH 12 YR                                           ,GLENFIDDICH 12 YR,083664107360   ,11657,54.99,750 M,1,BLENDED SCOTCH           , , , , 
BALVENIE DOUBLE WOOD 12 YR                                  ,BALVENIE DOUBLE WOOD 12 YR,083664112210   ,11658,74.99,750 M,1,SCOTCH                   , , , , 
BALVENIE PORTWOOD 21 YR                                     ,BALVENIE PORTWOOD 21 YR,083664858415   ,11660,369.99,750 M,1,SCOTCH                   , , , , 
SAILOR JERRY SPICED RUM                                     ,SAILOR JERRY SPICED RUM,083664864461   ,11661,23.99,750 M,1,RUM                      , , , , 
SAILOR JERRY SPICED RUM                                     ,SAILOR JERRY SPICED RUM,083664868735   ,11662,29.99,1.75 ,1,RUM                      , , , , 
MILAGRO - SILVER                                            ,MILAGRO - SILVER,083664868902   ,11664,49.99,1.75 ,1,TEQUILA                  , , , , 
MILAGRO - SILVER                                            ,MILAGRO - SILVER,083664868919   ,11665,26.99,750 M,1,TEQUILA                  , , , , 
MILAGRO - REPOSADO                                          ,MILAGRO - REPOSADO,083664868940   ,11666,32.99,750 M,1,TEQUILA                  , , , , 
MILAGRO - ANEJO                                             ,MILAGRO - ANEJO,083664868971   ,11667,39.99,750 M,1,TEQUILA                  , , , , 
SAILOR JERRY                                                ,SAILOR JERRY,083664869121   ,11668,12.99,375 M,1,PINTS                    , , , , 
SAILOR JERRY                                                ,SAILOR JERRY,083664869138   ,11669,6.99,200 M,1,HALF PINTS               , , , , 
REYKA VODKA                                                 ,REYKA VODKA,083664869213   ,11670,21.99,750 M,1,VODKA                    , , , , 
SAILOR JERRY                                                ,SAILOR JERRY,083664869619   ,11672,1.5,50 ML,1,NIPS                     , , , , 
REYKA VODKA                                                 ,REYKA VODKA,083664869725   ,11673,44.99,1.75 ,1,VODKA                    , , , , 
HENDRICK'S GIN                                              ,HENDRICK'S GIN,083664869756   ,11674,69.99,1.75 ,1,GIN                      , , , , 
GALLIANO L'AUTENTICO                                        ,GALLIANO L'AUTENTICO,083664870141   ,11675,39.99,750 M,1,LIQUEUR                  , , , , 
